================================================================
=== 1. ARRIBA HIGH/MEDIUM CONFIDENCE FUSIONS (376 lines) ===
================================================================
SAMPLE|GENE1|GENE2|BREAKPOINT1|BREAKPOINT2|CONFIDENCE|SPLIT_READS1|SPLIT_READS2|DISCORDANT|READING_FRAME|TYPE
152-MO-20-563637230|CSF2RA|IL3RA|banned,known,paralogs,adjacent,similar_reads,ambiguous,hpa,gtex,chimer4seq,cancer,t1,gap<1K,readthrough,reciprocal,rt_circ_rna|592|4|CDS(truncated)/intergenic
152-MO-20-563637230|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|4|out-of-frame
152-MO-20-563637230|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon,reciprocal,rt_circ_rna|0|4|CDS(truncated)/UTR
152-MO-20-563637230|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|4|CDS(truncated)/UTR
152-MO-20-563637230|TTC33|PRKAA1|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,exon-exon,reciprocal,rt_circ_rna|0|4|out-of-frame
152-MO-20-563637230|ISG20L2|RFWD3|known,t3,short_repeats,sr0.84|0|3|UTR/UTR
152-MO-20-563637230|YY1|MEOX2|oncogene,t3,short_repeats,sr1.96|0|3|in-frame
152-MO-20-563637230|ZNF737|SFPQ|oncogene,cancer,t3|0|3|UTR/UTR
152-MO-20-563637230|CNR2|FUCA1|adjacent,oncogene,cancer,ccle,t1,1K<gap<10K,readthrough,exon-exon|0|2|UTR/CDS(truncated)
152-MO-20-563637230|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|2|in-frame
152-MO-20-563637230|OAZ1|CSNK1G2|banned,known,hpa,gtex,mitelman,pcawg,t1,exon-exon|0|2|CDS(truncated)/UTR
152-MO-20-563637230|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|out-of-frame
152-MO-20-563637230|EIF3K|ACTN4|banned,known,adjacent,oncogene,hpa,18cancers,chimer4seq,mitelman,pcawg,ccle3,tcga3,t1,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
152-MO-20-563637230|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
152-MO-20-563637230|INPP5D|ATG16L1|banned,known,adjacent,hpa,1K<gap<10K,readthrough,exon-exon|0|1|in-frame
152-MO-20-563637230|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
152-MO-20-563637230|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,t1,exon-exon|0|1|in-frame
152-MO-20-563637230|PRR11|SMG8|known,adjacent,cacg,non_cancer_tissues,1000genomes,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|1|in-frame
152-MO-20-563637230|RPL38|TTYH2|banned,known,adjacent,ribosomal,non_tumor_cells,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
152-MO-20-563637230|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
152-MO-20-563637230|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
152-MO-20-563637230|TRIM52|RACK1|banned,known,adjacent,hpa,non_cancer_tissues,cancer,t1,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
190-MO-15-563633241|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m53,tcga-normal,exon-exon,reciprocal|614|72|in-frame
190-MO-15-563633241|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m53,tcga-normal,exon-exon,reciprocal|614|72|in-frame
190-MO-15-563633241|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m53,tcga-normal,exon-exon,reciprocal|614|72|in-frame
190-MO-15-563633241|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m53,tcga-normal,exon-exon,reciprocal|614|72|in-frame
190-MO-15-563633241|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m53,tcga-normal,reciprocal|614|72|UTR/UTR
190-MO-15-563633241|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m53,tcga-normal,exon-exon,reciprocal|614|72|in-frame
190-MO-15-563633241|ABL1|BCR|known,oncogene,chimer2,cgp,ticdb,tcga,ccle2,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,tcga-cancer,tcga2,oncokb,mitelman,ccle,tcga3,t24,exon-exon,reciprocal|0|59|in-frame
190-MO-15-563633241|BCR|ABL1|known,oncogene,chimer2,cgp,ticdb,tcga,ccle2,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,tcga-cancer,tcga2,oncokb,mitelman,ccle,tcga3,t24,exon-exon,reciprocal|0|59|in-frame
190-MO-15-563633241|TERF2|LGI1|cancer,m9,cortex,short_repeats,sr1.09|24|11|UTR/UTR
190-MO-15-563633241|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t1,10K<gap<100K,readthrough,exon-exon|0|10|out-of-frame
190-MO-15-563633241|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|9|CDS(complete)/UTR
190-MO-15-563633241|ACAD8|GLB1L3|banned,known,adjacent,healthy,bodymap2,hpa,t5,1K<gap<10K,readthrough|0|7|UTR/UTR
190-MO-15-563633241|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t4,1K<gap<10K,readthrough,exon-exon|0|6|in-frame
190-MO-15-563633241|TMEM236|MRC1|banned,known,adjacent,hpa,cancer,t4,1K<gap<10K,readthrough|0|6|UTR/intronic
190-MO-15-563633241|CSF2RA|IL3RA|banned,known,paralogs,adjacent,similar_reads,ambiguous,hpa,gtex,chimer4seq,cancer,m4,t1,gap<1K,readthrough|986|5|CDS(truncated)/intergenic
190-MO-15-563633241|NPIPB5|SMG1|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|5|intronic/UTR
190-MO-15-563633241|NPIPB5|SMG1|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|5|intronic/UTR
190-MO-15-563633241|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|5|UTR/intronic
190-MO-15-563633241|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,reciprocal|0|5|CDS(truncated)/UTR
190-MO-15-563633241|NSF|LRRC37A3|banned,known,hpa,m0,multi,exon-exon|0|4|in-frame
190-MO-15-563633241|NSF|LRRC37A3|banned,known,hpa,m0,multi,exon-exon|0|4|CDS(truncated)/UTR
190-MO-15-563633241|RN7SL525P|TPM4|cancer,m3|42|4|exonic(no-known-CDS)/UTR
190-MO-15-563633241|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|3|in-frame
190-MO-15-563633241|ETV6|FOXP1|known,similar_reads,pair_pseudo_genes,oncogene,cgp,ambiguous,cancer,tumor,m2,multi,short_repeats,sr1.56|15299|3|intronic/intronic
190-MO-15-563633241|HERC3|FAM13A-AS1|banned,known,adjacent,lncrna,healthy,hpa,18cancers,t1,gap<1K,readthrough|0|3|UTR/exonic(no-known-CDS)
190-MO-15-563633241|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t3,1K<gap<10K,readthrough,exon-exon|0|3|CDS(truncated)/UTR
190-MO-15-563633241|THAP11|ATXN3|banned,known,hpa,m2,multi,cortex,short_repeats,sr1.58|0|3|in-frame
190-MO-15-563633241|TMED6|COG8|known,adjacent,pair_pseudo_genes,conjoing,cacg,chimer4kb,chimer4pub,1K<gap<10K,readthrough,exon-exon|0|3|in-frame
190-MO-15-563633241|YY1AP1|ASH1L|known,oncogene,ccle2,chimer4seq,ccle,t3,10K<gap<100K|18|3|CDS(truncated)/UTR
190-MO-15-563633241|ZNF737|SFPQ|oncogene,cancer,t3|0|3|intronic/UTR
190-MO-15-563633241|ZNF737|SFPQ|oncogene,cancer,t3|0|3|UTR/UTR
190-MO-15-563633241|KANSL1|LRRC37A3|banned,known,hpa,non_cancer_tissues,chimer4seq,m0,multi,exon-exon|0|2|UTR/CDS(truncated)
190-MO-15-563633241|KANSL1|LRRC37A3|banned,known,hpa,non_cancer_tissues,chimer4seq,m0,multi,exon-exon|0|2|in-frame
190-MO-15-563633241|KANSL1|LRRC37A3|banned,known,hpa,non_cancer_tissues,chimer4seq,m0,multi,exon-exon|0|2|in-frame
190-MO-15-563633241|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|2|CDS(truncated)/UTR
190-MO-15-563633241|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t2,10K<gap<100K,readthrough,exon-exon|0|2|out-of-frame
190-MO-15-563633241|TPM4|KLF2|known,oncogene,chimer4seq,cancer,t1,exon-exon|0|2|in-frame
190-MO-15-563633241|VPS45|PLEKHO1|banned,known,adjacent,pair_pseudo_genes,healthy,hpa,18cancers,tumor,mitelman,t2,1K<gap<10K,readthrough,exon-exon|0|2|out-of-frame
190-MO-15-563633241|LINC00598|FOXO1|banned,known,adjacent,lncrna,oncogene,ucsc_fully_overlapping,ucsc_partially_overlapping,ucsc_same_strand_overlapping,chimer4seq,cancer,tumor,t1,10K<gap<100K,exon-exon|0|1|exonic(no-known-CDS)/UTR
190-MO-15-563633241|NFATC3|PLA2G15|banned,known,adjacent,healthy,bodymap2,hpa,chimer4seq,cancer,mitelman,ccle3,10K<gap<100K,readthrough,exon-exon|0|1|CDS(truncated)/CDS(no-known-start-or-end)
190-MO-15-563633241|SNHG5|SNX14|known,lncrna,snorna,chimer4seq,tcga2,t1,10K<gap<100K,exon-exon|0|1|exonic(no-known-CDS)/CDS(truncated)
199-MO-20-563533457|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m13,tcga-normal,exon-exon,reciprocal|359|22|in-frame
199-MO-20-563533457|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m13,tcga-normal,exon-exon,reciprocal|359|22|in-frame
199-MO-20-563533457|FRG1|FRG1DP|pseudogene,m3,cortex,exon-exon,reciprocal|199|17|CDS(truncated)/exonic(no-known-CDS)
199-MO-20-563533457|FRG1|FRG1DP|pseudogene,m3,cortex,exon-exon,reciprocal|199|17|CDS(truncated)/exonic(no-known-CDS)
199-MO-20-563533457|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|199|17|exonic(no-known-CDS)/CDS(truncated)
199-MO-20-563533457|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|199|17|exonic(no-known-CDS)/CDS(truncated)
199-MO-20-563533457|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|199|17|exonic(no-known-CDS)/CDS(truncated)
199-MO-20-563533457|FRG1DP|FRG1|pseudogene,m3,cortex,exon-exon,reciprocal|199|17|exonic(no-known-CDS)/CDS(truncated)
199-MO-20-563533457|SYTL1|MTO1|m6|103|8|UTR/UTR
199-MO-20-563533457|NIBAN3|COPS2|cancer,m3,mitelman|57|7|UTR/intronic
199-MO-20-563533457|BACH2|IGH@|banned,known,chimer4seq,cancer,m3,mitelman,t2|0|6|UTR/---
199-MO-20-563533457|AL445487.1|KPNA2|pseudogene,t5|52|5|exonic(no-known-CDS)/CDS(truncated)
199-MO-20-563533457|EEF1A1|RMRP|oncogene,cancer,m4|0|5|intronic/exonic(no-known-CDS)
199-MO-20-563533457|LINC01666|CR381653.1|lncrna,m3,t4|8|5|exonic(no-known-CDS)/exonic(no-known-CDS)
199-MO-20-563533457|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|4|CDS(complete)/UTR
199-MO-20-563533457|YY1|MEOX2|oncogene,t4,short_repeats,sr1.58|0|4|in-frame
199-MO-20-563533457|YY1|MEOX2|oncogene,t4,short_repeats,sr1.58|0|4|in-frame
199-MO-20-563533457|CD74|RMRP|oncogene,cancer|0|3|intronic/exonic(no-known-CDS)
199-MO-20-563533457|HERC3|FAM13A-AS1|banned,known,adjacent,lncrna,healthy,hpa,18cancers,gap<1K,readthrough|0|3|UTR/exonic(no-known-CDS)
199-MO-20-563533457|Z98043.1|LAIR1|t3,short_repeats,sr1.74|11|3|exonic(no-known-CDS)/UTR
199-MO-20-563533457|CTDP1|SLC66A2|banned,known,tcga,hpa,gtex,non_cancer_tissues,chimer4seq,mitelman,t1,exon-exon|0|2|in-frame
199-MO-20-563533457|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,10K<gap<100K,readthrough,exon-exon|0|2|out-of-frame
199-MO-20-563533457|NSF|LRRC37A3|banned,known,hpa,m1,multi,t1,exon-exon|0|2|in-frame
199-MO-20-563533457|CIRBP|FAM174C|banned,known,adjacent,healthy,bodymap2,hpa,cancer,mitelman,gap<1K,readthrough,exon-exon|0|1|out-of-frame
199-MO-20-563533457|CIRBP|FAM174C|banned,known,adjacent,healthy,bodymap2,hpa,cancer,mitelman,gap<1K,readthrough,exon-exon|0|1|UTR/CDS(truncated)
199-MO-20-563533457|CYTIP|ERMN|banned,known,hpa,10K<gap<100K,exon-exon|0|1|in-frame
199-MO-20-563533457|EP300|CREBBP|banned,known,paralogs,cgp,cancer,exon-exon|0|1|in-frame
199-MO-20-563533457|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
199-MO-20-563533457|METTL23|MFSD11|banned,known,adjacent,healthy,hpa,18cancers,t1,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
199-MO-20-563533457|SMG1|NPIPB5|banned,known,bodymap2,hpa,tcga3,t1,exon-exon|0|1|CDS(truncated)/UTR
199-MO-20-563533457|ZBTB46|DNAJC5|known,t1,exon-exon|0|1|CDS(truncated)/UTR
218-MO-19-563507503|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m35,tcga-normal,t1,exon-exon,reciprocal|442|66|in-frame
218-MO-19-563507503|ADGRE2|ADGRE5|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m35,tcga-normal,t1,exon-exon,reciprocal|442|66|in-frame
218-MO-19-563507503|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m35,tcga-normal,t1,reciprocal|442|66|UTR/UTR
218-MO-19-563507503|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m35,tcga-normal,t1,reciprocal,short_repeats,sr1.00|442|66|UTR/intronic
218-MO-19-563507503|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m35,tcga-normal,t1,exon-exon,reciprocal|442|66|in-frame
218-MO-19-563507503|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,hpa,gtex,cancer,m35,tcga-normal,t1,exon-exon,reciprocal|442|66|in-frame
218-MO-19-563507503|ZC3HAV1|ABL2|known,oncogene,cancer,mitelman,t8,exon-exon|1|25|in-frame
218-MO-19-563507503|ZC3HAV1|ABL2|known,oncogene,cancer,mitelman,t8,exon-exon|1|25|in-frame
218-MO-19-563507503|AC110079.1|LINC00265|pseudogene,lncrna,m2,t3,exon-exon,reciprocal|154|13|exonic(no-known-CDS)/exonic(no-known-CDS)
218-MO-19-563507503|AC110079.1|LINC00265|pseudogene,lncrna,m2,t3,exon-exon,reciprocal|154|13|exonic(no-known-CDS)/exonic(no-known-CDS)
218-MO-19-563507503|LINC00265|AC110079.1|pseudogene,lncrna,m2,t3,exon-exon,reciprocal|154|13|exonic(no-known-CDS)/exonic(no-known-CDS)
218-MO-19-563507503|LINC00265|AC110079.1|pseudogene,lncrna,m2,t3,exon-exon,reciprocal|154|13|exonic(no-known-CDS)/exonic(no-known-CDS)
218-MO-19-563507503|LINC00265|AC110079.1|pseudogene,lncrna,m2,t3,exon-exon,reciprocal|154|13|exonic(no-known-CDS)/exonic(no-known-CDS)
218-MO-19-563507503|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|11|in-frame
218-MO-19-563507503|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|11|in-frame
218-MO-19-563507503|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|6|in-frame
218-MO-19-563507503|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|6|out-of-frame
218-MO-19-563507503|NSF|LRRC37A3|banned,known,hpa,m1,multi,exon-exon|0|6|in-frame
218-MO-19-563507503|NSF|LRRC37A3|banned,known,hpa,m1,multi,exon-exon|0|6|CDS(truncated)/UTR
218-MO-19-563507503|AC093878.1|CAMSAP1|pseudogene,m4,t5,reciprocal|25|5|exonic(no-known-CDS)/CDS(truncated)
218-MO-19-563507503|CAMSAP1|AC093878.1|pseudogene,m4,t5,reciprocal|25|5|CDS(truncated)/exonic(no-known-CDS)
218-MO-19-563507503|CAMSAP1|AC093878.1|pseudogene,m4,t5,reciprocal|25|5|CDS(truncated)/exonic(no-known-CDS)
218-MO-19-563507503|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1,exon-exon|0|5|CDS(truncated)/UTR
218-MO-19-563507503|SMG1|NPIPB5|banned,known,bodymap2,hpa,m1,multi,tcga3,t1|0|5|CDS(truncated)/UTR
218-MO-19-563507503|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t2,10K<gap<100K,readthrough,exon-exon|0|4|out-of-frame
218-MO-19-563507503|CDK6|RPS3|ribosomal,oncogene,cancer,m2|0|3|intronic/UTR
218-MO-19-563507503|SPN|EML4|oncogene,cancer,t2|9|3|UTR/intronic
218-MO-19-563507503|CHCHD10|VPREB3|banned,known,adjacent,healthy,hpa,18cancers,ccle3,10K<gap<100K,readthrough,exon-exon|0|2|out-of-frame
218-MO-19-563507503|NAIP|OCLN|banned,known,bodymap2,hpa,1000genomes,chimer4seq,mitelman,exon-exon|0|2|out-of-frame
218-MO-19-563507503|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|2|CDS(complete)/UTR
218-MO-19-563507503|COQ8B|NUMBL|banned,known,adjacent,healthy,bodymap2,hpa,mitelman,tcga3,t1,gap<1K,readthrough,exon-exon,short_repeats,sr1.59|0|1|in-frame
218-MO-19-563507503|FBXO25|FAM157B|banned,known,pseudogene,bodymap2,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/exonic(no-known-CDS)
218-MO-19-563507503|LINC00598|FOXO1|banned,known,adjacent,lncrna,oncogene,ucsc_fully_overlapping,ucsc_partially_overlapping,ucsc_same_strand_overlapping,chimer4seq,cancer,tumor,10K<gap<100K,exon-exon|0|1|exonic(no-known-CDS)/UTR
218-MO-19-563507503|RIPK1|SERPINB9|banned,known,healthy,tcga,ambiguous,hpa,18cancers,chimer4seq,mitelman,t1,exon-exon|52|1|UTR/UTR
220-MO-18-563634284|AC244394.2|AC239859.1|pseudogene,m35,t53,exon-exon|189|156|exonic(no-known-CDS)/exonic(no-known-CDS)
220-MO-18-563634284|AC244394.2|AC239859.1|pseudogene,m35,t53,exon-exon|189|156|exonic(no-known-CDS)/exonic(no-known-CDS)
220-MO-18-563634284|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,t1,exon-exon,reciprocal|0|29|out-of-frame
220-MO-18-563634284|FRG1|FRG1DP|pseudogene,m7,cortex,exon-exon,reciprocal|233|28|CDS(truncated)/exonic(no-known-CDS)
220-MO-18-563634284|FRG1|FRG1DP|pseudogene,m7,cortex,exon-exon,reciprocal|233|28|CDS(truncated)/exonic(no-known-CDS)
220-MO-18-563634284|FRG1|FRG1DP|pseudogene,m7,cortex,exon-exon,reciprocal|233|28|CDS(truncated)/exonic(no-known-CDS)
220-MO-18-563634284|FRG1DP|FRG1|pseudogene,m7,cortex,exon-exon,reciprocal|233|28|exonic(no-known-CDS)/CDS(truncated)
220-MO-18-563634284|FRG1DP|FRG1|pseudogene,m7,cortex,exon-exon,reciprocal|233|28|exonic(no-known-CDS)/CDS(truncated)
220-MO-18-563634284|FRG1DP|FRG1|pseudogene,m7,cortex,exon-exon,reciprocal|233|28|exonic(no-known-CDS)/CDS(truncated)
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3,exon-exon|0|14|CDS(truncated)/UTR
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3|0|14|UTR/intronic
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3|0|14|CDS(truncated)/UTR
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3|0|14|CDS(truncated)/UTR
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3|0|14|CDS(truncated)/UTR
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3,exon-exon|0|14|CDS(truncated)/UTR
220-MO-18-563634284|SMG1|NPIPB5|banned,known,bodymap2,hpa,m3,tcga3,t3,exon-exon|0|14|CDS(truncated)/UTR
220-MO-18-563634284|AC026979.4|EXOSC6|lncrna,m3|13|9|exonic(no-known-CDS)/UTR
220-MO-18-563634284|HACL1|COLQ|banned,known,adjacent,healthy,cacg,hpa,1000genomes,chimer4seq,mitelman,ccle3,t5,10K<gap<100K,readthrough,exon-exon|0|9|out-of-frame
220-MO-18-563634284|NPEPPS|TBC1D3|banned,known,oncogene,bodymap2,hpa,gtex,18cancers,tumor,m0,multi,mitelman,exon-exon|0|6|CDS(complete)/UTR
220-MO-18-563634284|NSF|LRRC37A3|banned,known,hpa,m0,multi,exon-exon|0|6|in-frame
220-MO-18-563634284|ETV6|PAX5|known,oncogene,chimer2,ticdb,ambiguous,chimer4kb,chimer4pub,chimer4seq,cancer,tumor,mitelman,t4,short_repeats,sr1.81|243|4|intronic/CDS(truncated)
220-MO-18-563634284|IGH@|BACH2|banned,known,chimer4seq,cancer,m0,multi,mitelman|0|4|---/intronic
220-MO-18-563634284|SIDT2|TAGLN|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,hpa,chimer4seq,cancer,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|4|CDS(truncated)/UTR
220-MO-18-563634284|CTBS|GNG5|banned,known,adjacent,conjoing,healthy,cacg,bodymap2,non_tumor_cells,hpa,1000genomes,mitelman,ccle3,10K<gap<100K,readthrough,exon-exon|0|3|in-frame
220-MO-18-563634284|IGH@|BACH2|banned,known,chimer4seq,cancer,m0,multi,mitelman,short_repeats,sr1.00|0|3|---/intronic
220-MO-18-563634284|TRAPPC2|XPNPEP3|t3,short_repeats,sr1.09|10|3|UTR/intronic
220-MO-18-563634284|TRAPPC2|XPNPEP3|t3|10|3|intronic/UTR
220-MO-18-563634284|MTG1|SCART1|banned,known,adjacent,healthy,hpa,18cancers,t1,10K<gap<100K,readthrough,exon-exon|0|2|out-of-frame
220-MO-18-563634284|ASH1L|YY1AP1|known,oncogene,ccle2,chimer4seq,ccle,t1,10K<gap<100K,exon-exon|16|1|UTR/CDS(truncated)
220-MO-18-563634284|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|out-of-frame
220-MO-18-563634284|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|out-of-frame
220-MO-18-563634284|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/UTR
220-MO-18-563634284|BPTF|LRRC37A2|banned,known,hpa,m0,multi,exon-exon|0|1|CDS(truncated)/UTR
220-MO-18-563634284|PRKAA1|TTC33|banned,known,adjacent,healthy,non_tumor_cells,hpa,1000genomes,chimer4seq,rt_circ_rna,mitelman,t1,1K<gap<10K,readthrough,exon-exon|0|1|CDS(truncated)/UTR
220-MO-18-563634284|RNF125|RNF138|banned,known,paralogs,adjacent,cacg,hpa,gtex,chimer4seq,rt_circ_rna,mitelman,tcga3,t1,10K<gap<100K,readthrough,exon-exon|0|1|out-of-frame
220-MO-18-563634284|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
220-MO-18-563634284|SERF1A|SMN1|banned,known,adjacent,bodymap2,hpa,chimer4seq,m0,multi,1K<gap<10K,readthrough,exon-exon|0|1|out-of-frame
220-MO-18-563634284|TMOD4|VPS72|banned,known,adjacent,conjoing,ucsc_fully_overlapping,ucsc_same_strand_overlapping,t1,gap<1K,exon-exon|0|1|out-of-frame
263-MO-19-563707144|AL627171.2|RMRP|lncrna,oncogene,cancer,m2,reciprocal|0|307|exonic(no-known-CDS)/exonic(no-known-CDS)
263-MO-19-563707144|RMRP|AL627171.2|lncrna,oncogene,cancer,m2,reciprocal|0|307|exonic(no-known-CDS)/exonic(no-known-CDS)
263-MO-19-563707144|ADGRE5|ADGRE2|banned,known,paralogs,similar_reads,healthy,duplicates,bodymap2,ambiguous,hpa,gtex,cancer,m18,tcga-normal,t1|473|21|CDS(truncated)/intronic
263-MO-19-563707144|EP300|ZNF384|known,chimer4kb,chimer4pub,cancer,mitelman,t5,exon-exon,reciprocal|4|20|CDS(truncated)/UTR
263-MO-19-563707144|EP300|ZNF384|known,chimer4kb,chimer4pub,cancer,mitelman,t5,reciprocal|4|20|CDS(truncated)/intergenic
263-MO-19-563707144|ZNF384|EP300|known,chimer4kb,chimer4pub,cancer,mitelman,t5,exon-exon,reciprocal|4|20|UTR/CDS(truncated)
263-MO-19-563707144|ZNF384|EP300|known,chimer4kb,chimer4pub,cancer,mitelman,t5,reciprocal|4|20|UTR/intergenic
263-MO-19-563707144|ANAPC1|RMND5A|banned,known,bodymap2,hpa,chimer4seq,m0,multi,exon-exon,reciprocal|0|15|in-frame
